,문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
4942,4942,3.0,0.7204696,"[(0, 0.05611138), (1, 0.055806685), (2, 0.05590489), (3, 0.7204696), (4, 0.055801626), (5, 0.055905845)]"
4943,4943,0.0,0.45540005,"[(0, 0.45540005), (2, 0.14333989), (4, 0.31104907), (5, 0.07165464)]"
4944,4944,0.0,0.7638573,"[(0, 0.7638573), (1, 0.012855089), (2, 0.012935923), (3, 0.012936313), (4, 0.012855119), (5, 0.18456024)]"
4945,4945,2.0,0.54680306,"[(0, 0.41975516), (2, 0.54680306)]"
4946,4946,5.0,0.5278279,"[(0, 0.04235471), (1, 0.041666698), (2, 0.042249583), (3, 0.042473603), (4, 0.30342755), (5, 0.5278279)]"
4947,4947,4.0,0.52645665,"[(0, 0.40563658), (2, 0.0511576), (4, 0.52645665)]"
4948,4948,0.0,0.16666667,"[(0, 0.16666667), (1, 0.16666667), (2, 0.16666667), (3, 0.16666667), (4, 0.16666667), (5, 0.16666667)]"
4949,4949,2.0,0.58264196,"[(0, 0.08353227), (1, 0.08333339), (2, 0.58264196), (3, 0.083333425), (4, 0.083825566), (5, 0.0833334)]"
4950,4950,4.0,0.5833332,"[(0, 0.08333336), (1, 0.08333335), (2, 0.08333336), (3, 0.083333366), (4, 0.5833332), (5, 0.08333336)]"
4951,4951,1.0,0.4085974,"[(0, 0.35020176), (1, 0.4085974), (2, 0.102269486), (3, 0.012849847), (4, 0.1131127), (5, 0.0129687805)]"
4952,4952,4.0,0.5818025,"[(0, 0.08333339), (1, 0.08333338), (2, 0.084119566), (3, 0.0840778), (4, 0.5818025), (5, 0.08333339)]"
4953,4953,2.0,0.82067615,"[(1, 0.14577122), (2, 0.82067615)]"
4954,4954,2.0,0.62767124,"[(1, 0.08693358), (2, 0.62767124), (5, 0.25896043)]"
4955,4955,2.0,0.74597955,"[(1, 0.22362833), (2, 0.74597955)]"
4956,4956,4.0,0.4967209,"[(0, 0.010416678), (1, 0.4615152), (2, 0.010422805), (3, 0.010492926), (4, 0.49672088), (5, 0.010431498)]"
4957,4957,1.0,0.39075127,"[(0, 0.05580234), (1, 0.39075127), (2, 0.0555556), (3, 0.3864734), (4, 0.055861805), (5, 0.055555597)]"
4958,4958,0.0,0.66589636,"[(0, 0.66589636), (1, 0.04931128), (4, 0.2639416)]"
4959,4959,1.0,0.75006086,"[(0, 0.056008514), (1, 0.75006086), (2, 0.01049723), (3, 0.16221274), (4, 0.010676445), (5, 0.010544208)]"
4960,4960,0.0,0.6525797,"[(0, 0.6525797), (1, 0.045463376), (4, 0.2827109)]"
4961,4961,2.0,0.54099655,"[(0, 0.2911171), (1, 0.04184897), (2, 0.54099655), (3, 0.04166679), (4, 0.04216691), (5, 0.04220366)]"
4962,4962,0.0,0.68580544,"[(0, 0.68580544), (1, 0.04916358), (2, 0.052991), (3, 0.1991997)]"
4963,4963,4.0,0.54145825,"[(0, 0.041933395), (1, 0.041836634), (2, 0.042017385), (3, 0.04166673), (4, 0.54145825), (5, 0.29108766)]"
4964,4964,0.0,0.51577455,"[(0, 0.51577455), (2, 0.44486165)]"
4965,4965,1.0,0.64894414,"[(0, 0.011212435), (1, 0.64894414), (2, 0.09980531), (3, 0.011117667), (4, 0.14407474), (5, 0.08484569)]"
4966,4966,1.0,0.47554028,"[(0, 0.11775255), (1, 0.47554025), (2, 0.010455449), (3, 0.010485701), (4, 0.3753494), (5, 0.010416684)]"
4967,4967,0.0,0.46399197,"[(0, 0.46399197), (1, 0.05550183), (4, 0.37369564), (5, 0.09592998)]"
4968,4968,5.0,0.6943009,"[(0, 0.027777826), (1, 0.19442053), (2, 0.02777783), (3, 0.027777838), (4, 0.027945116), (5, 0.6943009)]"
4969,4969,1.0,0.34505102,"[(0, 0.3077455), (1, 0.34505102), (4, 0.12931274), (5, 0.20260982)]"
4970,4970,1.0,0.5503117,"[(0, 0.17997617), (1, 0.5503117), (2, 0.0119237155), (3, 0.011934757), (4, 0.0120577505), (5, 0.23379593)]"
4971,4971,0.0,0.47298136,"[(0, 0.47298133), (1, 0.23324406), (3, 0.19893467), (5, 0.08408564)]"
4972,4972,0.0,0.44520596,"[(0, 0.44520596), (1, 0.38785657), (2, 0.040348783), (3, 0.07887057), (5, 0.042157173)]"
4973,4973,4.0,0.5512001,"[(0, 0.011285836), (1, 0.40392703), (2, 0.011320756), (3, 0.011155204), (4, 0.5512001), (5, 0.0111111235)]"
4974,4974,5.0,0.58227724,"[(0, 0.083333425), (1, 0.08367359), (2, 0.084048875), (3, 0.08333344), (4, 0.08333346), (5, 0.58227724)]"
4975,4975,1.0,0.5553792,"[(0, 0.1185428), (1, 0.5553792), (2, 0.14452033), (3, 0.09173119), (4, 0.011134659), (5, 0.07869183)]"
4976,4976,2.0,0.54154265,"[(0, 0.041666698), (1, 0.04172866), (2, 0.54154265), (3, 0.041754723), (4, 0.041667398), (5, 0.2916399)]"
4977,4977,5.0,0.74175465,"[(3, 0.21871936), (5, 0.74175465)]"
4978,4978,1.0,0.5392852,"[(1, 0.5392852), (5, 0.42877874)]"
4979,4979,4.0,0.35366076,"[(0, 0.28276312), (2, 0.12449047), (4, 0.35366076), (5, 0.23048306)]"
4980,4980,0.0,0.45029715,"[(0, 0.45029715), (1, 0.24333863), (2, 0.0546249), (3, 0.15039311), (5, 0.09375035)]"
4981,4981,5.0,0.9738597,"[(5, 0.9738598)]"
4982,4982,5.0,0.97796994,"[(5, 0.97797)]"
4983,4983,5.0,0.8976169,"[(0, 0.082704544), (5, 0.89761686)]"
4984,4984,1.0,0.6280363,"[(0, 0.1032516), (1, 0.6280363), (2, 0.074465804), (3, 0.1745987)]"
4985,4985,0.0,0.72284645,"[(0, 0.72284645), (3, 0.20904163), (4, 0.048840776)]"
4986,4986,5.0,0.47484338,"[(0, 0.011181751), (1, 0.38934287), (2, 0.10211083), (3, 0.011386227), (4, 0.011134979), (5, 0.47484338)]"
4987,4987,0.0,0.75686157,"[(0, 0.75686157), (1, 0.10825459), (4, 0.109741405)]"
